ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW,PSL,B365W,B365L,elo_winner,elo_loser,proba_elo
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Dosedel S.,Ljubicic I.,63,77,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Kiefer N.,Tarango J.,6,59,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Gaudio G.,Luxa P.,73,174,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Dupuis A.,33,78,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Cherkasov A.,Arazi H.,206,35,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Caratti C.,Heuberger I.,211,219,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Berasategui A.,Al-Alawi S.K.,60,2000,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Bastl G.,Novak J.,85,36,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,Semifinals,3,Hantschk M.,Pioline C.,128,14,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,Semifinals,3,Golmard J.,Damm M.,38,104,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Pioline C.,Sanguinetti D.,14,121,2.0,1.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Hantschk M.,Ketola T.,128,163,2.0,1.0,Completed,,,,,1516.0,1500.0,0.5230095872975623
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Golmard J.,Delgado J.,38,162,2.0,0.0,Completed,,,,,1516.0,1500.0,0.5230095872975623
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Damm M.,Manta L.,104,117,2.0,0.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Sanguinetti D.,Vinciguerra A.,121,99,2.0,1.0,Completed,,,,,1483.263693206478,1500.0,0.4759331307924145
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Pioline C.,Paes L.,14,145,2.0,0.0,Completed,,,,,1500.736306793522,1500.0,0.5010596290677872
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Manta L.,Tabara M.,117,125,2.0,0.0,Completed,,,,,1483.263693206478,1500.0,0.4759331307924145
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Ketola T.,Vanek J.,163,160,2.0,1.0,Completed,,,,,1484.736306793522,1500.0,0.4780479008586052
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Hantschk M.,Behrend T.,128,116,2.0,1.0,Completed,,,,,1531.263693206478,1500.0,0.544871027446134
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Golmard J.,Jonsson F.,38,127,2.0,0.0,Completed,,,,,1531.263693206478,1500.0,0.544871027446134
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Marin J.A.,Mantilla F.,71,25,1.0,0.0,Retired,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Puerta M.,74,101,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Santoro F.,Burgsmuller L.,32,138,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Schalken S.,Diaz J.,44,86,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,The Final,3,Santoro F.,Schuettler R.,32,47,1.0,1.0,Retired,,,,,1516.0,1500.0,0.5230095872975623
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,Semifinals,3,Schuettler R.,El Aynaoui Y.,47,33,2.0,1.0,Completed,,,,,1484.736306793522,1516.0,0.455128972553866
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,Semifinals,3,Santoro F.,Kiefer N.,32,6,2.0,0.0,Completed,,,,,1531.263693206478,1516.0,0.5219520991413947
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Mirnyi M.,47,74,2.0,0.0,Completed,,,,,1502.1721796717984,1516.0,0.48011066745010417
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Santoro F.,Bastl G.,32,85,2.0,0.0,Completed,,,,,1546.5612260339533,1516.0,0.5438680569777848
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Schalken S.,6,44,2.0,0.0,Completed,,,,,1500.7024671725246,1516.0,0.4779992958087159
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,El Aynaoui Y.,Tillstrom M.,33,83,2.0,0.0,Completed,,,,,1498.5641271217237,1500.0,0.4979336245863333
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Tillstrom M.,Cherkasov A.,83,206,2.0,0.0,Completed,,,,,1483.9338759867626,1516.0,0.45398372146875365
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Vacek D.,47,39,2.0,0.0,Completed,,,,,1518.808638313395,1500.0,0.5270413951151907
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Delgado J.,Stanoytchev O.,162,111,2.0,1.0,Completed,,,,,1484.736306793522,1500.0,0.4780479008586052
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Schalken S.,Squillari F.,44,49,2.0,1.0,Completed,,,,,1499.2959774658789,1500.0,0.49898683151658296
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Mirnyi M.,Marin J.A.,74,71,2.0,0.0,Completed,,,,,1499.3635413584034,1516.0,0.47607649289676135
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Caratti C.,6,211,2.0,0.0,Completed,,,,,1517.4064897066457,1516.0,0.5020240903381004
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,Gaudio G.,33,73,2.0,0.0,Completed,,,,,1514.630251134961,1516.0,0.49802878313921256
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Bastl G.,Berasategui A.,85,60,2.0,0.0,Completed,,,,,1501.4037778232891,1516.0,0.47900669700617127
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,van Lottum J.,Blanco G.,69,76,1.0,0.0,Retired,,,,,1500.0,1500.0,0.5
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Vacek D.,Vicente F.,39,50,2.0,1.0,Completed,,,,,1484.865324643686,1500.0,0.47823321758634685
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Tillstrom M.,Ivanisevic G.,83,62,2.0,0.0,Completed,,,,,1501.4063968997625,1500.0,0.5020239567804478
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Squillari F.,Siemerink J.,49,93,2.0,0.0,Completed,,,,,1483.9675786085306,1500.0,0.4769438535805156
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Schuettler R.,Sanchez J.,47,285,2.0,0.0,Completed,,,,,1533.943313669709,1500.0,0.5486935326645701
3,Doha,Qatar Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Santoro F.,van Lottum J.,32,69,2.0,0.0,Completed,,,,,1561.1574482106641,1516.0,0.564623304413743
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,2nd Round,3,Damm M.,Agenor R.,104,94,2.0,1.0,Completed,,,,,1500.736306793522,1500.0,0.5010596290677872
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,The Final,3,Golmard J.,Hantschk M.,38,128,2.0,1.0,Completed,,,,,1545.8278203282016,1545.8278203282016,0.5
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Vanek J.,Ishii Y.,160,238,2.0,0.0,Completed,,,,,1483.2975328274754,1500.0,0.4759817173204222
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Petrovic D.,24,208,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Henman T.,Lisnard J.,11,134,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Grosjean S.,Gambill J.M.,26,58,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Escude N.,Dosedel S.,40,63,2.0,0.0,Completed,,,,,1500.0,1516.0,0.4769904127024377
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Enqvist T.,Federer R.,5,65,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Vinck C.,Goldstein P.,227,88,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Stoltenberg J.,Hrbaty D.,84,20,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Sekulov J.,Pozzi G.,142,79,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Petrovic D.,Huet S.,208,122,2.0,1.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Martin A.,Sekulov J.,55,142,2.0,0.0,Completed,,,,,1500.0,1516.0,0.4769904127024377
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Norman M.,Draper S.,15,155,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Lisnard J.,Tebbutt M.,134,351,2.0,1.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Vinciguerra A.,Lopez-Moron A.,99,113,2.0,0.0,Completed,,,,,1483.2298601853572,1500.0,0.4758845541958576
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Henman T.,Balcells J.,11,218,2.0,0.0,Completed,,,,,1516.0,1500.0,0.5230095872975623
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Grosjean S.,Ilie A.,26,51,2.0,0.0,Completed,,,,,1516.0,1500.0,0.5230095872975623
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Arthurs W.,58,105,2.0,1.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Fromberg R.,Woodbridge T.,81,198,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Federer R.,Knippschild J.,65,87,2.0,0.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Escude N.,Baccanello P.,40,655,2.0,1.0,Completed,,,,,1516.736306793522,1500.0,0.5240668692075855
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Enqvist T.,Clement A.,5,56,2.0,0.0,Completed,,,,,1516.0,1500.0,0.5230095872975623
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Martin A.,Spadea V.,55,21,2.0,0.0,Completed,,,,,1516.736306793522,1500.0,0.5240668692075855
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Norman M.,Fromberg R.,15,81,2.0,0.0,Completed,,,,,1516.0,1516.0,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,1st Round,3,Hewitt L.,Woodforde M.,24,129,2.0,1.0,Completed,,,,,1516.0,1500.0,0.5230095872975623
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Enqvist T.,Grosjean S.,5,26,2.0,0.0,Completed,,,,,1531.263693206478,1531.263693206478,0.5
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,2nd Round,3,Stoltenberg J.,Vinck C.,84,227,2.0,1.0,Completed,,,,,1516.0,1516.0,0.5
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Tabara M.,Kafelnikov Y.,125,2,2.0,0.0,Completed,,,,,1483.2298601853572,1500.0,0.4758845541958576
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Stanoytchev O.,Kilderry P.,111,342,2.0,0.0,Completed,,,,,1483.2975328274754,1500.0,0.4759817173204222
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Sanguinetti D.,Voinea A.,121,100,2.0,0.0,Completed,,,,,1500.0338330211207,1500.0,0.5000486896311482
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Pioline C.,Ram A.,14,414,2.0,0.0,Completed,,,,,1516.7023986633528,1500.0,0.5240181843144569
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Manta L.,Zib T.,117,115,2.0,0.0,Completed,,,,,1500.0338330211207,1500.0,0.5000486896311482
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Ketola T.,Ogorodov O.,163,135,2.0,1.0,Completed,,,,,1501.4387739660467,1500.0,0.5020705503431234
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Jonsson F.,Kroslak J.,127,103,2.0,0.0,Completed,,,,,1485.4358728782763,1500.0,0.47905280425730384
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Hantschk M.,Tieleman L.,128,89,2.0,0.0,Completed,,,,,1529.8278203282016,1500.0,0.5428205333783271
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Golmard J.,Spottl M.,38,200,2.0,0.0,Completed,,,,,1561.8278203282016,1500.0,0.5880498905078069
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Paes L.,Boutter J.,145,137,2.0,0.0,Completed,,,,,1484.0339081301693,1500.0,0.4770391073008154
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Damm M.,Rochus C.,104,120,2.0,0.0,Completed,,,,,1516.7023986633528,1500.0,0.5240181843144569
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Behrend T.,Popp A.,116,124,2.0,1.0,Completed,,,,,1485.4358728782763,1500.0,0.47905280425730384
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Agenor R.,Kumar S.,94,1198,2.0,0.0,Completed,,,,,1484.0339081301693,1500.0,0.4770391073008154
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,The Final,3,Hewitt L.,Enqvist T.,24,5,2.0,1.0,Completed,,,,,1531.263693206478,1547.263693206478,0.4769904127024377
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Escude N.,24,40,2.0,1.0,Completed,,,,,1548.0,1531.9661669788793,0.5230581735978111
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Semifinals,3,Enqvist T.,Norman M.,5,15,2.0,1.0,Completed,,,,,1530.5273864129558,1532.0,0.49788075138251137
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Norman M.,Martin A.,15,55,2.0,0.0,Completed,,,,,1515.9321840442403,1531.9661669788793,0.4769416111181221
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Stoltenberg J.,24,84,2.0,0.0,Completed,,,,,1563.26213844487,1532.0,0.5448688079832943
2,Chennai,Gold Flake Open,2000-01-03,International,Outdoor,Hard,1st Round,3,Delgado J.,Black B.,162,67,2.0,0.0,Completed,,,,,1501.4387739660467,1500.0,0.5020705503431234
1,Adelaide,Australian Hardcourt Championships,2000-01-03,International,Outdoor,Hard,Quarterfinals,3,Escude N.,Henman T.,40,11,2.0,0.0,Completed,,,,,1516.7040285340092,1531.263693206478,0.47905921496998555
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Stoltenberg J.,Diaz J.,94,84,2.0,1.0,Completed,,,,,1517.4358018554653,1484.0,0.5479699890266809
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Martin T.,Medvedev A.,8,33,2.0,1.0,Completed,,,,,1500.0,1500.0,0.5
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Ljubicic I.,Safin M.,79,24,2.0,1.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Lapentti N.,El Aynaoui Y.,7,31,2.0,1.0,Completed,,,,,1500.0,1530.6933300745063,0.45594329974648423
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Kucera K.,Damm M.,17,88,2.0,0.0,Completed,,,,,1500.0,1531.9338167652902,0.4541725207795561
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Koubek S.,Meligeni F.,40,29,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Dosedel S.,Woodforde M.,69,128,2.0,0.0,Completed,,,,,1499.263693206478,1484.736306793522,0.520894414180363
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Ullyett K.,23,193,2.0,0.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Hewitt L.,Grosjean S.,21,27,2.0,0.0,Completed,,,,,1577.8263365894047,1515.263693206478,0.5890742087263265
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Corretja A.,Pioline C.,28,15,2.0,0.0,Completed,,,,,1500.0,1531.9338167652902,0.4541725207795561
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Vacek D.,Lisnard J.,41,127,2.0,0.0,Completed,,,,,1501.561861680923,1500.736306793522,0.5011880667497827
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Clement A.,Zabaleta M.,55,32,2.0,1.0,Completed,,,,,1484.736306793522,1500.0,0.4780479008586052
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Ilie A.,Costa A.,47,18,2.0,1.0,Completed,,,,,1484.736306793522,1500.0,0.4780479008586052
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Voinea A.,Spadea V.,102,20,2.0,1.0,Completed,,,,,1484.0015580681968,1484.7701398146428,0.49889392375917263
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Kucera K.,79,17,2.0,1.0,Completed,,,,,1500.736306793522,1517.4664793350541,0.4759419382451658
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,2nd Round,3,Dosedel S.,Ilie A.,69,47,2.0,0.0,Completed,,,,,1514.5950719527063,1501.4387739660467,0.5189243904023764
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Clavet F.,21,39,2.0,0.0,Completed,,,,,1590.9759619101624,1500.0,0.6280124801702848
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,2nd Round,3,Kucera K.,Clement A.,17,55,2.0,0.0,Completed,,,,,1500.6966213588994,1501.4387739660467,0.49893195816822883
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,2nd Round,3,Lapentti N.,Koubek S.,7,40,2.0,1.0,Completed,,,,,1517.4098144081124,1516.0,0.5020288748895279
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,2nd Round,3,Ljubicic I.,Martin T.,79,8,2.0,0.0,Completed,,,,,1517.5061647696768,1516.0,0.5021675317632741
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,2nd Round,3,Stoltenberg J.,Hrbaty D.,94,23,2.0,1.0,Completed,,,,,1531.9007622066115,1500.736306793522,0.5447293593311747
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,2nd Round,3,Voinea A.,Vacek D.,102,41,2.0,0.0,Completed,,,,,1500.0369525079034,1517.5238435449298,0.47485556958039127
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Corretja A.,Dosedel S.,28,69,2.0,1.0,Completed,,,,,1517.4664793350541,1529.9894914598303,0.4819857374265076
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Voinea A.,21,102,2.0,0.0,Completed,,,,,1602.8795625447133,1516.8415742813308,0.6213481738763386
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,Quarterfinals,3,Stoltenberg J.,Lapentti N.,94,7,2.0,1.0,Completed,,,,,1546.469422708014,1533.3448904116476,0.5188787412288561
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Corretja A.,21,28,2.0,0.0,Completed,,,,,1614.9964209806703,1534.042935737406,0.6144379294383497
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,Semifinals,3,Stoltenberg J.,Ljubicic I.,94,79,2.0,0.0,Completed,,,,,1561.8653029886907,1533.436803753252,0.5408208394040709
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,The Final,3,Hewitt L.,Stoltenberg J.,21,94,2.0,0.0,Completed,,,,,1627.334407238643,1576.5590361277605,0.5725558213267402
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Clavet F.,Kuerten G.,39,5,2.0,1.0,Completed,,,,,1488.096399365449,1500.0,0.4828760413670391
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,2nd Round,3,Corretja A.,Arazi H.,28,42,2.0,1.0,Completed,,,,,1521.7049494794333,1484.0,0.5540497626163772
5,Sydney,Sydney International,2000-01-10,International,Outdoor,Hard,1st Round,3,Arazi H.,Mantilla F.,42,25,2.0,0.0,Completed,,,,,1469.7295924037242,1484.0,0.47947477358593493
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,van Lottum J.,Woodruff C.,66,56,2.0,0.0,Completed,,,,,1502.0679457412398,1500.0,0.5029759780052007
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,Semifinals,3,Norman M.,Gaudio G.,14,72,2.0,0.0,Completed,,,,,1532.6700524884604,1499.9369210604548,0.5469678797086264
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,The Final,3,Norman M.,Chang M.,14,50,2.0,1.0,Completed,,,,,1547.1670803377845,1500.0,0.5674649299669088
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Behrend T.,Hantschk M.,115,95,2.0,0.0,Completed,,,,,1502.1061831420425,1544.4575632600952,0.4393515571584506
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Chang M.,Black B.,50,70,2.0,1.0,Completed,,,,,1486.1588777589411,1484.0662576109798,0.5030114860578708
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Ferrero J.C.,Federer R.,45,61,2.0,0.0,Completed,,,,,1500.0,1500.736306793522,0.49894037093221266
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Fromberg R.,57,80,2.0,1.0,Completed,,,,,1500.736306793522,1500.0,0.5010596290677872
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Gaudio G.,Sargsian S.,72,52,2.0,1.0,Completed,,,,,1485.4398932111308,1500.0,0.4790585798294097
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Gustafsson M.,Nielsen M.,60,246,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Haas T.,Tarango J.,11,63,2.0,1.0,Completed,,,,,1500.0,1484.0,0.5230095872975623
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Johansson T.,Weiner G.,43,334,2.0,0.0,Completed,,,,,1500.0,1500.0,0.5
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Martin A.,Berasategui A.,48,59,2.0,0.0,Completed,,,,,1515.2282985346592,1499.3282143041974,0.5228660995657257
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Norman M.,Costa F.,14,149,2.0,0.0,Completed,,,,,1561.0082025788433,1500.0,0.5869064712621138
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Novak J.,Bjorkman J.,38,76,2.0,0.0,Completed,,,,,1484.0,1500.0,0.4769904127024377
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Rosset M.,Vicente F.,46,53,2.0,0.0,Completed,,,,,1500.0,1483.3034629627632,0.5240097682145537
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Schalken S.,Ivanisevic G.,37,68,2.0,1.0,Completed,,,,,1515.3283988573482,1484.0647666169743,0.5448709404154604
4,Auckland,Heineken Open,2000-01-10,International,Outdoor,Hard,1st Round,3,Balcells J.,Squillari F.,211,49,2.0,0.0,Completed,,,,,1484.736306793522,1500.7053752939541,0.4770348326202604
